id,Machine failure,prob
144352,0,0.0018
144353,0,0.0038
144354,0,0.0051
144355,0,0.0046
144356,0,0.0004
144357,0,0.0017
144358,0,0.0011
144359,0,0.0026
144360,0,0.0017
144361,0,0.0115
144362,0,0.0038
144363,0,0.0024
144364,0,0.0016
144365,0,0.0028
144366,1,0.9952
144367,0,0.0008
144368,0,0.0399
144369,0,0.0005
144370,0,0.0017
144371,0,0.0026
144372,0,0.0014
144373,0,0.001
144374,0,0.0012
144375,0,0.0041
144376,0,0.0014
144377,0,0.0021
144378,0,0.0032
144379,0,0.0014
144380,0,0.0007
144381,0,0.0011
144382,0,0.0053
144383,0,0.007
144384,0,0.0067
144385,0,0.0024
144386,0,0.0039
144387,0,0.0022
144388,0,0.0042
144389,0,0.0037
144390,0,0.0014
144391,1,1.0
144392,0,0.0037
144393,0,0.0028
144394,0,0.0011
144395,0,0.0092
144396,0,0.0154
144397,0,0.0006
144398,0,0.0027
144399,0,0.001
144400,0,0.003
144401,0,0.0022
144402,0,0.006
144403,0,0.0053
144404,0,0.0032
144405,0,0.0046
144406,0,0.0017
144407,0,0.0027
144408,0,0.0039
144409,0,0.0068
144410,0,0.0184
144411,0,0.0135
144412,0,0.0013
144413,0,0.0009
144414,1,0.9918
144415,0,0.0013
144416,0,0.0011
144417,0,0.0042
144418,0,0.0085
144419,0,0.008
144420,0,0.0008
144421,0,0.0015
144422,0,0.0168
144423,0,0.0011
144424,0,0.0007
144425,0,0.0027
144426,0,0.0046
144427,0,0.0031
144428,0,0.0032
144429,0,0.0012
144430,0,0.006
144431,0,0.0017
144432,0,0.0022
144433,0,0.0021
144434,0,0.0019
144435,0,0.0083
144436,0,0.0038
144437,0,0.0085
144438,0,0.0148
144439,0,0.0033
144440,0,0.0037
144441,0,0.0031
144442,0,0.0008
144443,0,0.0016
144444,0,0.0015
144445,0,0.0014
144446,0,0.0028
144447,0,0.0039
144448,0,0.0025
144449,0,0.0023
144450,0,0.0028
144451,0,0.0012
144452,0,0.0012
144453,0,0.0093
144454,0,0.002
144455,0,0.0021
144456,0,0.0007
144457,0,0.0013
144458,0,0.0075
144459,0,0.0049
144460,0,0.0026
144461,0,0.0012
144462,0,0.0069
144463,0,0.0007
144464,0,0.0047
144465,0,0.0065
144466,1,1.0
144467,0,0.0102
144468,0,0.0023
144469,0,0.0058
144470,0,0.0015
144471,0,0.0018
144472,0,0.0027
144473,0,0.0032
144474,0,0.0019
144475,0,0.0071
144476,0,0.0231
144477,0,0.0036
144478,0,0.0011
144479,0,0.0028
144480,0,0.003
144481,0,0.003
144482,0,0.0033
144483,0,0.0038
144484,0,0.0024
144485,0,0.0066
144486,0,0.0012
144487,0,0.001
144488,0,0.0017
144489,0,0.0016
144490,0,0.0013
144491,0,0.0007
144492,0,0.0042
144493,0,0.002
144494,0,0.0034
144495,0,0.0046
144496,0,0.005
144497,0,0.0006
144498,0,0.0026
144499,0,0.0011
144500,0,0.0011
144501,0,0.0015
144502,0,0.002
144503,0,0.0035
144504,0,0.0013
144505,1,0.9996
144506,0,0.0037
144507,0,0.0011
144508,0,0.0014
144509,0,0.0001
144510,0,0.0059
144511,0,0.0029
144512,0,0.0005
144513,0,0.0043
144514,0,0.002
144515,0,0.0037
144516,0,0.0019
144517,0,0.0012
144518,0,0.0042
144519,0,0.0008
144520,0,0.0034
144521,0,0.0028
144522,0,0.0011
144523,0,0.0022
144524,0,0.0013
144525,0,0.0012
144526,0,0.0012
144527,0,0.0033
144528,0,0.002
144529,0,0.0022
144530,0,0.003
144531,0,0.0018
144532,0,0.0023
144533,0,0.0031
144534,0,0.0141
144535,0,0.0061
144536,0,0.0017
144537,0,0.001
144538,0,0.0041
144539,0,0.0043
144540,0,0.0006
144541,0,0.0008
144542,0,0.0169
144543,0,0.003
144544,0,0.0012
144545,0,0.0004
144546,0,0.0041
144547,0,0.0034
144548,0,0.002
144549,0,0.0023
144550,0,0.0011
144551,0,0.0037
144552,0,0.0019
144553,0,0.005
144554,0,0.0033
144555,0,0.0006
144556,0,0.0015
144557,0,0.0009
144558,0,0.0086
144559,0,0.0022
144560,0,0.0016
144561,0,0.0023
144562,0,0.0057
144563,0,0.0023
144564,0,0.0056
144565,0,0.0014
144566,0,0.0018
144567,0,0.0045
144568,0,0.0017
144569,0,0.0016
144570,0,0.0125
144571,0,0.0048
144572,0,0.0033
144573,0,0.007
144574,0,0.0016
144575,0,0.002
144576,1,0.9946
144577,0,0.001
144578,0,0.0035
144579,0,0.0029
144580,0,0.0009
144581,0,0.0075
144582,0,0.0014
144583,0,0.0057
144584,0,0.0012
144585,0,0.0022
144586,0,0.0071
144587,0,0.0036
144588,0,0.0051
144589,0,0.0035
144590,0,0.0012
144591,0,0.0046
144592,0,0.0181
144593,0,0.0052
144594,0,0.0011
144595,0,0.0012
144596,0,0.005
144597,0,0.0013
144598,0,0.0015
144599,0,0.0031
144600,0,0.001
144601,0,0.0018
144602,0,0.001
144603,0,0.0012
144604,0,0.0031
144605,0,0.0133
144606,0,0.0051
144607,0,0.0092
144608,0,0.0008
144609,0,0.0011
144610,0,0.0009
144611,0,0.0018
144612,0,0.0037
144613,0,0.0026
144614,0,0.0031
144615,0,0.0052
144616,0,0.0052
144617,0,0.0018
144618,0,0.0016
144619,0,0.0027
144620,0,0.0004
144621,0,0.0086
144622,0,0.0041
144623,0,0.0027
144624,0,0.0008
144625,0,0.0008
144626,0,0.0039
144627,0,0.0016
144628,0,0.0069
144629,0,0.0037
144630,0,0.0005
144631,0,0.0044
144632,0,0.0057
144633,0,0.0026
144634,0,0.003
144635,0,0.0006
144636,0,0.0015
144637,0,0.0016
144638,0,0.0058
144639,0,0.0008
144640,0,0.0015
144641,0,0.0014
144642,0,0.0028
144643,0,0.0007
144644,0,0.0022
144645,0,0.0014
144646,0,0.003
144647,0,0.0067
144648,0,0.0058
144649,0,0.0075
144650,0,0.0034
144651,0,0.0038
144652,0,0.0022
144653,0,0.0033
144654,0,0.0019
144655,0,0.0097
144656,0,0.0058
144657,0,0.0023
144658,0,0.0014
144659,0,0.0033
144660,0,0.0015
144661,0,0.0073
144662,0,0.0026
144663,0,0.0037
144664,0,0.0049
144665,0,0.0053
144666,0,0.0013
144667,0,0.0008
144668,0,0.004
144669,0,0.0014
144670,0,0.0113
144671,0,0.0031
144672,0,0.003
144673,1,0.9962
144674,0,0.001
144675,0,0.0006
144676,0,0.0029
144677,0,0.0093
144678,0,0.0019
144679,0,0.0256
144680,0,0.0012
144681,0,0.002
144682,0,0.0016
144683,0,0.0016
144684,0,0.001
144685,0,0.0015
144686,0,0.0015
144687,0,0.0047
144688,0,0.0021
144689,0,0.0014
144690,0,0.0008
144691,0,0.0043
144692,0,0.0019
144693,0,0.0021
144694,0,0.003
144695,0,0.0059
144696,1,0.9958
144697,0,0.0048
144698,0,0.0019
144699,0,0.0008
144700,0,0.0009
144701,0,0.0005
144702,0,0.0051
144703,0,0.0022
144704,0,0.0031
144705,0,0.0044
144706,0,0.003
144707,0,0.0029
144708,0,0.0038
144709,0,0.0012
144710,0,0.001
144711,0,0.0121
144712,0,0.0206
144713,0,0.0031
144714,0,0.0007
144715,0,0.0035
144716,0,0.0031
144717,0,0.0021
144718,0,0.0048
144719,0,0.0024
144720,0,0.0011
144721,0,0.0026
144722,0,0.0019
144723,0,0.0019
144724,0,0.0007
144725,0,0.0026
144726,0,0.0038
144727,0,0.0044
144728,0,0.0013
144729,0,0.0025
144730,0,0.0006
144731,0,0.0008
144732,0,0.0032
144733,0,0.0035
144734,0,0.003
144735,0,0.0067
144736,0,0.0018
144737,0,0.0021
144738,0,0.0013
144739,0,0.0092
144740,0,0.001
144741,0,0.0018
144742,0,0.001
144743,0,0.0004
144744,0,0.0023
144745,0,0.0013
144746,0,0.0049
144747,0,0.0033
144748,0,0.0029
144749,0,0.0031
144750,0,0.002
144751,0,0.0031
144752,0,0.0031
144753,0,0.0005
144754,0,0.0037
144755,0,0.0016
144756,0,0.0023
144757,0,0.002
144758,0,0.001
144759,0,0.0023
144760,0,0.0009
144761,0,0.0034
144762,0,0.0064
144763,0,0.0155
144764,0,0.0025
144765,0,0.0018
144766,0,0.0039
144767,0,0.0004
144768,0,0.0091
144769,0,0.0112
144770,0,0.0061
144771,0,0.001
144772,0,0.0025
144773,0,0.0006
144774,0,0.0014
144775,0,0.0033
144776,0,0.0014
144777,0,0.0015
144778,0,0.0134
144779,0,0.005
144780,0,0.0287
144781,0,0.0043
144782,0,0.0044
144783,0,0.0034
144784,0,0.0024
144785,0,0.0024
144786,0,0.0009
144787,0,0.0126
144788,0,0.0112
144789,0,0.0024
144790,0,0.0048
144791,0,0.0019
144792,0,0.0033
144793,0,0.0013
144794,0,0.0006
144795,0,0.0019
144796,0,0.0053
144797,0,0.006
144798,0,0.0065
144799,0,0.0058
144800,0,0.0028
144801,0,0.0037
144802,0,0.0026
144803,0,0.006
144804,0,0.0051
144805,0,0.0008
144806,0,0.0037
144807,0,0.0063
144808,0,0.0029
144809,0,0.0007
144810,0,0.0015
144811,0,0.0039
144812,0,0.0214
144813,0,0.001
144814,0,0.0042
144815,0,0.0014
144816,0,0.0017
144817,0,0.0006
144818,0,0.0025
144819,0,0.0069
144820,0,0.0063
144821,0,0.005
144822,0,0.0005
144823,0,0.0022
144824,0,0.0058
144825,0,0.0146
144826,0,0.003
144827,0,0.0071
144828,0,0.0055
144829,0,0.0009
144830,0,0.0032
144831,0,0.0033
144832,0,0.0019
144833,0,0.0007
144834,0,0.0033
144835,0,0.002
144836,0,0.0011
144837,0,0.0013
144838,0,0.0016
144839,0,0.0032
144840,0,0.0046
144841,0,0.0019
144842,0,0.0014
144843,0,0.0013
144844,0,0.0042
144845,0,0.0019
144846,0,0.0009
144847,0,0.007
144848,0,0.0016
144849,0,0.001
144850,0,0.002
144851,0,0.0034
144852,0,0.0014
144853,0,0.0009
144854,0,0.002
144855,0,0.0021
144856,0,0.0023
144857,0,0.0041
144858,0,0.0045
144859,0,0.0063
144860,0,0.0039
144861,0,0.0053
144862,1,0.9915
144863,0,0.0008
144864,0,0.0047
144865,0,0.0129
144866,0,0.0064
144867,0,0.0031
144868,0,0.0021
144869,0,0.0016
144870,0,0.0052
144871,0,0.0016
144872,0,0.005
144873,0,0.0104
144874,0,0.0029
144875,0,0.0028
144876,0,0.0128
144877,0,0.0014
144878,0,0.0054
144879,0,0.0008
144880,0,0.0013
144881,0,0.0049
144882,0,0.0181
144883,0,0.0009
144884,0,0.0007
144885,0,0.0021
144886,0,0.0033
144887,0,0.0005
144888,0,0.0035
144889,0,0.0029
144890,0,0.0012
144891,0,0.005
144892,0,0.0029
144893,0,0.009
144894,0,0.0026
144895,0,0.0049
144896,0,0.0043
144897,0,0.0011
144898,0,0.002
144899,0,0.0007
144900,0,0.002
144901,0,0.0033
144902,0,0.0017
144903,0,0.0061
144904,0,0.0038
144905,0,0.0029
144906,0,0.0017
144907,0,0.0067
144908,0,0.0004
144909,0,0.001
144910,0,0.0017
144911,0,0.0005
144912,0,0.0016
144913,0,0.0013
144914,0,0.0008
144915,0,0.027
144916,0,0.0038
144917,0,0.0014
144918,0,0.0009
144919,0,0.0027
144920,0,0.0018
144921,0,0.0008
144922,0,0.0042
144923,0,0.0186
144924,0,0.014
144925,0,0.002
144926,0,0.0007
144927,0,0.0016
144928,0,0.0107
144929,0,0.0089
144930,0,0.0062
144931,0,0.0028
144932,0,0.0031
144933,0,0.0111
144934,0,0.0057
144935,0,0.002
144936,0,0.0018
144937,0,0.0022
144938,0,0.0013
144939,0,0.0024
144940,0,0.0037
144941,0,0.0023
144942,0,0.002
144943,0,0.0027
144944,0,0.001
144945,0,0.0011
144946,0,0.0017
144947,0,0.0006
144948,0,0.0054
144949,0,0.0014
144950,0,0.0024
144951,0,0.0015
144952,0,0.0007
144953,0,0.0208
144954,0,0.0031
144955,0,0.0025
144956,0,0.0013
144957,0,0.0015
144958,0,0.0039
144959,0,0.0009
144960,0,0.0061
144961,0,0.0011
144962,0,0.0037
144963,0,0.0063
144964,0,0.0014
144965,0,0.0009
144966,0,0.0036
144967,0,0.0015
144968,0,0.0018
144969,0,0.0009
144970,0,0.0011
144971,0,0.0025
144972,0,0.0015
144973,0,0.0019
144974,0,0.003
144975,0,0.0048
144976,0,0.0025
144977,0,0.0052
144978,0,0.0018
144979,0,0.0008
144980,0,0.0019
144981,0,0.0012
144982,0,0.0006
144983,0,0.0107
144984,0,0.0055
144985,0,0.002
144986,1,0.9991
144987,0,0.0144
144988,0,0.0008
144989,0,0.0038
144990,0,0.0046
144991,0,0.0015
144992,0,0.0007
144993,0,0.0062
144994,0,0.0013
144995,0,0.0013
144996,0,0.0037
144997,0,0.001
144998,0,0.0018
144999,0,0.0021
145000,0,0.0017
145001,0,0.005
145002,0,0.0011
145003,0,0.0315
145004,0,0.0013
145005,0,0.0039
145006,0,0.0059
145007,0,0.0054
145008,0,0.008
145009,0,0.0011
145010,0,0.0012
145011,0,0.002
145012,0,0.0009
145013,0,0.0016
145014,0,0.0038
145015,0,0.0092
145016,0,0.0039
145017,0,0.0064
145018,0,0.0048
145019,0,0.0008
145020,0,0.0016
145021,0,0.0071
145022,0,0.0119
145023,0,0.0046
145024,0,0.0019
145025,0,0.008
145026,0,0.0005
145027,0,0.0078
145028,0,0.0015
145029,0,0.0049
145030,0,0.0085
145031,0,0.0009
145032,0,0.0008
145033,0,0.0016
145034,0,0.0136
145035,0,0.0083
145036,0,0.0017
145037,0,0.0025
145038,0,0.001
145039,0,0.001
145040,0,0.0024
145041,0,0.0087
145042,0,0.0014
145043,0,0.0063
145044,0,0.0037
145045,0,0.002
145046,0,0.0021
145047,0,0.0011
145048,0,0.0014
145049,0,0.0006
145050,0,0.0053
145051,0,0.0029
145052,0,0.0009
145053,0,0.0031
145054,0,0.006
145055,0,0.0007
145056,0,0.0138
145057,0,0.0043
145058,1,0.997
145059,0,0.0008
145060,0,0.0028
145061,0,0.0017
145062,0,0.0008
145063,0,0.0018
145064,0,0.0052
145065,0,0.0052
145066,0,0.0015
145067,1,0.9955
145068,0,0.0067
145069,0,0.0022
145070,0,0.0014
145071,0,0.0021
145072,0,0.002
145073,0,0.0016
145074,0,0.0008
145075,1,0.9944
145076,0,0.0052
145077,0,0.0015
145078,0,0.0024
145079,0,0.0006
145080,0,0.0036
145081,0,0.0045
145082,0,0.0025
145083,0,0.0044
145084,0,0.0245
145085,0,0.0025
145086,0,0.0026
145087,0,0.0016
145088,0,0.0024
145089,0,0.0063
145090,0,0.0003
145091,0,0.0097
145092,0,0.0006
145093,0,0.0094
145094,0,0.0026
145095,0,0.0015
145096,0,0.0066
145097,0,0.0007
145098,0,0.0023
145099,0,0.0054
145100,0,0.0055
145101,0,0.0019
145102,0,0.0023
145103,0,0.0041
145104,0,0.0005
145105,0,0.0005
145106,0,0.0007
145107,0,0.0024
145108,0,0.0006
145109,0,0.0022
145110,0,0.0022
145111,0,0.0047
145112,0,0.0043
145113,0,0.0042
145114,0,0.0012
145115,0,0.002
145116,0,0.003
145117,0,0.0029
145118,0,0.0008
145119,0,0.0039
145120,0,0.0038
145121,0,0.0028
145122,0,0.0011
145123,0,0.0021
145124,0,0.0026
145125,0,0.0022
145126,1,0.9999
145127,0,0.0074
145128,0,0.0049
145129,0,0.0021
145130,0,0.0008
145131,0,0.0006
145132,0,0.0024
145133,0,0.0014
145134,0,0.0068
145135,0,0.0031
145136,0,0.0012
145137,0,0.0159
145138,0,0.0046
145139,0,0.0009
145140,0,0.002
145141,0,0.0035
145142,0,0.0035
145143,0,0.004
145144,0,0.0026
145145,0,0.0016
145146,0,0.0008
145147,0,0.002
145148,0,0.0009
145149,0,0.0006
145150,0,0.0073
145151,0,0.0016
145152,0,0.0011
145153,0,0.0023
145154,0,0.0155
145155,0,0.0024
145156,0,0.0007
145157,0,0.0043
145158,0,0.0028
145159,0,0.0033
145160,0,0.006
145161,0,0.0022
145162,0,0.001
145163,0,0.0039
145164,0,0.0014
145165,0,0.0012
145166,0,0.0023
145167,0,0.0032
145168,0,0.0023
145169,0,0.0007
145170,0,0.005
145171,0,0.0012
145172,0,0.0027
145173,0,0.0033
145174,0,0.0062
145175,0,0.0035
145176,0,0.0031
145177,0,0.001
145178,0,0.0052
145179,0,0.0026
145180,0,0.0137
145181,0,0.0009
145182,0,0.0031
145183,0,0.0013
145184,0,0.0274
145185,0,0.0041
145186,0,0.0021
145187,0,0.0043
145188,0,0.0021
145189,0,0.004
145190,0,0.0208
145191,0,0.0041
145192,0,0.0022
145193,0,0.0009
145194,0,0.0042
145195,0,0.0005
145196,0,0.0012
145197,0,0.0046
145198,0,0.018
145199,0,0.0028
145200,0,0.007
145201,0,0.0028
145202,1,0.9979
145203,0,0.0047
145204,0,0.0031
145205,0,0.0007
145206,0,0.001
145207,0,0.0301
145208,0,0.0013
145209,0,0.0017
145210,0,0.0106
145211,0,0.0068
145212,0,0.0049
145213,0,0.0006
145214,0,0.0009
145215,0,0.0078
145216,0,0.0037
145217,0,0.0069
145218,0,0.0066
145219,0,0.0009
145220,0,0.0026
145221,0,0.0036
145222,1,0.9941
145223,0,0.005
145224,0,0.0023
145225,0,0.0016
145226,0,0.0024
145227,0,0.0049
145228,0,0.0029
145229,0,0.0015
145230,0,0.0011
145231,0,0.0016
145232,0,0.008
145233,0,0.0071
145234,0,0.0036
145235,0,0.0019
145236,0,0.004
145237,0,0.0016
145238,0,0.003
145239,0,0.0055
145240,0,0.0014
145241,0,0.0022
145242,0,0.0054
145243,0,0.0007
145244,0,0.0019
145245,0,0.0071
145246,0,0.0061
145247,0,0.0012
145248,0,0.0077
145249,0,0.0028
145250,0,0.0017
145251,0,0.0095
145252,0,0.0027
145253,0,0.0016
145254,0,0.0021
145255,0,0.0017
145256,0,0.0023
145257,0,0.0005
145258,0,0.0009
145259,0,0.0014
145260,0,0.0015
145261,0,0.0019
145262,0,0.0013
145263,0,0.0012
145264,0,0.0108
145265,0,0.0017
145266,0,0.0004
145267,0,0.0023
145268,0,0.008
145269,0,0.0031
145270,0,0.0067
145271,0,0.023
145272,0,0.0017
145273,0,0.0109
145274,0,0.0266
145275,0,0.0093
145276,0,0.0019
145277,0,0.0034
145278,0,0.0088
145279,0,0.0027
145280,0,0.0039
145281,0,0.0042
145282,0,0.0006
145283,0,0.0018
145284,0,0.0011
145285,0,0.0043
145286,0,0.0016
145287,0,0.0024
145288,0,0.0011
145289,0,0.0014
145290,0,0.0036
145291,0,0.0027
145292,1,0.9979
145293,0,0.0024
145294,0,0.0093
145295,0,0.0031
145296,0,0.0017
145297,0,0.0029
145298,0,0.0095
145299,0,0.0033
145300,0,0.0008
145301,0,0.0009
145302,0,0.0023
145303,0,0.0006
145304,0,0.0027
145305,0,0.0016
145306,0,0.0006
145307,0,0.0084
145308,0,0.0028
145309,0,0.0071
145310,0,0.0027
145311,0,0.0067
145312,0,0.0003
145313,0,0.0059
145314,0,0.0019
145315,0,0.0012
145316,0,0.0014
145317,0,0.0035
145318,0,0.0019
145319,0,0.0021
145320,0,0.0032
145321,0,0.0034
145322,0,0.0008
145323,0,0.0047
145324,0,0.0015
145325,0,0.0052
145326,0,0.0028
145327,0,0.0011
145328,0,0.0102
145329,0,0.0045
145330,0,0.0009
145331,0,0.0031
145332,0,0.004
145333,0,0.0096
145334,0,0.0286
145335,0,0.0012
145336,0,0.0012
145337,0,0.0005
145338,0,0.0018
145339,0,0.001
145340,0,0.0092
145341,0,0.0051
145342,0,0.013
145343,0,0.0018
145344,0,0.0026
145345,0,0.0018
145346,0,0.0038
145347,0,0.0014
145348,0,0.0019
145349,0,0.0113
145350,0,0.0088
145351,0,0.0128
145352,0,0.0007
145353,0,0.0102
145354,0,0.0008
145355,0,0.0015
145356,0,0.0014
145357,0,0.0023
145358,0,0.0039
145359,0,0.0142
145360,0,0.004
145361,0,0.0252
145362,0,0.0013
145363,0,0.0017
145364,0,0.0103
145365,0,0.0023
145366,0,0.0014
145367,0,0.0016
145368,0,0.0008
145369,0,0.0012
145370,0,0.0036
145371,0,0.0029
145372,0,0.0029
145373,0,0.0021
145374,0,0.002
145375,0,0.0015
145376,0,0.0021
145377,0,0.0068
145378,0,0.0008
145379,0,0.0022
145380,0,0.0039
145381,0,0.0052
145382,0,0.0084
145383,0,0.0027
145384,0,0.0067
145385,0,0.0019
145386,0,0.0016
145387,0,0.0065
145388,0,0.0014
145389,0,0.0015
145390,0,0.0354
145391,0,0.0035
145392,0,0.0061
145393,0,0.003
145394,0,0.0008
145395,0,0.0013
145396,0,0.012
145397,0,0.0022
145398,0,0.0029
145399,0,0.0012
145400,0,0.0016
145401,0,0.0016
145402,0,0.0014
145403,0,0.0032
145404,1,0.9985
145405,0,0.0065
145406,0,0.0044
145407,0,0.0059
145408,0,0.0021
145409,0,0.0023
145410,0,0.0017
145411,0,0.0025
145412,0,0.0001
145413,0,0.0015
145414,0,0.0013
145415,0,0.0018
145416,0,0.0007
145417,0,0.0062
145418,0,0.0039
145419,0,0.0022
145420,0,0.0021
145421,0,0.0034
145422,0,0.0091
145423,0,0.0024
145424,0,0.0036
145425,0,0.0004
145426,0,0.0013
145427,0,0.0004
145428,0,0.0024
145429,0,0.002
145430,0,0.0147
145431,0,0.0078
145432,0,0.003
145433,0,0.003
145434,0,0.001
145435,0,0.0009
145436,0,0.0037
145437,0,0.0021
145438,0,0.0013
145439,0,0.0007
145440,0,0.0029
145441,0,0.0096
145442,0,0.0035
145443,0,0.0023
145444,0,0.0061
145445,0,0.0036
145446,0,0.0127
145447,0,0.0065
145448,0,0.0018
145449,0,0.0039
145450,0,0.0018
145451,0,0.0014
145452,0,0.0015
145453,0,0.0009
145454,0,0.0016
145455,0,0.0007
145456,0,0.0018
145457,0,0.0015
145458,0,0.0019
145459,0,0.0009
145460,0,0.0017
145461,0,0.0029
145462,0,0.0016
145463,0,0.0007
145464,0,0.003
145465,0,0.0029
145466,0,0.0011
145467,0,0.0023
145468,0,0.0004
145469,0,0.0019
145470,0,0.0043
145471,0,0.0086
145472,0,0.0012
145473,0,0.0017
145474,0,0.0026
145475,0,0.0013
145476,0,0.0008
145477,0,0.004
145478,0,0.0046
145479,0,0.0013
145480,0,0.0013
145481,0,0.0036
145482,0,0.0017
145483,0,0.0044
145484,0,0.0084
145485,0,0.0014
145486,0,0.0051
145487,0,0.0051
145488,0,0.0044
145489,0,0.001
145490,0,0.0031
145491,0,0.002
145492,0,0.001
145493,0,0.0051
145494,0,0.0051
145495,0,0.0079
145496,0,0.0041
145497,0,0.0065
145498,0,0.0018
145499,0,0.0003
145500,0,0.003
145501,0,0.0098
145502,0,0.0071
145503,0,0.01
145504,0,0.0024
145505,0,0.0052
145506,0,0.001
145507,0,0.0028
145508,0,0.0066
145509,0,0.0194
145510,0,0.0009
145511,0,0.0041
145512,0,0.0014
145513,0,0.0211
145514,0,0.0058
145515,0,0.0055
145516,0,0.0035
145517,0,0.0014
145518,0,0.005
145519,0,0.0029
145520,0,0.003
145521,0,0.0031
145522,0,0.001
145523,0,0.0015
145524,0,0.006
145525,0,0.0054
145526,0,0.0011
145527,0,0.0068
145528,0,0.0011
145529,0,0.0133
145530,0,0.0016
145531,0,0.0089
145532,0,0.018
145533,0,0.0015
145534,0,0.0063
145535,0,0.0008
145536,0,0.0012
145537,0,0.0014
145538,0,0.0011
145539,0,0.0073
145540,0,0.0066
145541,0,0.0029
145542,0,0.0019
145543,0,0.001
145544,0,0.0023
145545,1,0.9932
145546,0,0.0058
145547,1,0.9979
145548,0,0.005
145549,0,0.0047
145550,0,0.0012
145551,0,0.004
145552,0,0.0022
145553,0,0.0038
145554,0,0.0028
145555,0,0.0016
145556,0,0.004
145557,0,0.0028
145558,0,0.0058
145559,0,0.0018
145560,0,0.0015
145561,0,0.0022
145562,0,0.0047
145563,0,0.0056
145564,0,0.0033
145565,0,0.0019
145566,0,0.0072
145567,0,0.0027
145568,0,0.0052
145569,0,0.0007
145570,0,0.0039
145571,0,0.0007
145572,0,0.0023
145573,0,0.0005
145574,0,0.0164
145575,0,0.0009
145576,0,0.0016
145577,0,0.0012
145578,0,0.0007
145579,0,0.0032
145580,0,0.0025
145581,0,0.0012
145582,0,0.0022
145583,0,0.0013
145584,0,0.0007
145585,0,0.0015
145586,0,0.0112
145587,0,0.0047
145588,0,0.0006
145589,0,0.0169
145590,0,0.0027
145591,0,0.005
145592,0,0.0111
145593,0,0.0007
145594,0,0.0058
145595,0,0.0006
145596,0,0.0121
145597,0,0.0008
145598,0,0.0023
145599,0,0.0066
145600,1,0.9998
145601,0,0.003
145602,0,0.0101
145603,0,0.0027
145604,0,0.0083
145605,0,0.0017
145606,0,0.0064
145607,0,0.0076
145608,0,0.0011
145609,0,0.0115
145610,0,0.001
145611,0,0.0035
145612,0,0.0057
145613,0,0.0406
145614,0,0.0077
145615,0,0.0007
145616,0,0.0034
145617,0,0.0005
145618,0,0.0021
145619,0,0.002
145620,0,0.0057
145621,0,0.0047
145622,0,0.0016
145623,0,0.0022
145624,0,0.0051
145625,0,0.0136
145626,0,0.0018
145627,0,0.0162
145628,0,0.0067
145629,0,0.0013
145630,0,0.0007
145631,0,0.0148
145632,0,0.0113
145633,0,0.0017
145634,0,0.0008
145635,0,0.0082
145636,0,0.0008
145637,0,0.0031
145638,0,0.0082
145639,0,0.003
145640,0,0.0034
145641,0,0.0012
145642,0,0.002
145643,0,0.0025
145644,0,0.0004
145645,0,0.0011
145646,0,0.0028
145647,0,0.004
145648,0,0.0039
145649,0,0.0022
145650,0,0.0079
145651,0,0.004
145652,0,0.0062
145653,0,0.0007
145654,0,0.0039
145655,0,0.0009
145656,0,0.0033
145657,0,0.0052
145658,0,0.0004
145659,0,0.0009
145660,0,0.0077
145661,0,0.0152
145662,0,0.0019
145663,0,0.0007
145664,0,0.0026
145665,0,0.0015
145666,0,0.0026
145667,0,0.0143
145668,0,0.0064
145669,0,0.0015
145670,0,0.0012
145671,0,0.0031
145672,0,0.0013
145673,0,0.0063
145674,0,0.0037
145675,0,0.006
145676,0,0.0017
145677,0,0.003
145678,0,0.001
145679,0,0.0013
145680,0,0.0023
145681,0,0.0011
145682,0,0.0187
145683,0,0.0055
145684,0,0.0193
145685,0,0.0028
145686,0,0.0018
145687,0,0.0022
145688,0,0.0025
145689,0,0.0013
145690,0,0.0014
145691,0,0.0017
145692,0,0.0021
145693,0,0.0054
145694,0,0.0008
145695,0,0.0053
145696,0,0.0053
145697,0,0.0047
145698,0,0.0054
145699,0,0.0005
145700,0,0.0041
145701,0,0.0152
145702,0,0.0039
145703,0,0.0012
145704,0,0.0032
145705,0,0.0113
145706,0,0.0007
145707,0,0.001
145708,0,0.001
145709,0,0.0064
145710,0,0.0029
145711,0,0.0082
145712,0,0.0007
145713,0,0.0012
145714,0,0.002
145715,0,0.009
145716,0,0.0019
145717,0,0.0008
145718,0,0.0019
145719,0,0.0007
145720,0,0.001
145721,0,0.0019
145722,0,0.0091
145723,0,0.0013
145724,0,0.0043
145725,0,0.0018
145726,0,0.0016
145727,0,0.0026
145728,0,0.0042
145729,0,0.0019
145730,0,0.0066
145731,0,0.0013
145732,0,0.001
145733,0,0.0034
145734,0,0.001
145735,0,0.0007
145736,0,0.0009
145737,0,0.0023
145738,0,0.0061
145739,0,0.0041
145740,0,0.003
145741,0,0.0009
145742,0,0.0086
145743,0,0.0023
145744,0,0.0051
145745,0,0.0022
145746,0,0.0009
145747,0,0.0015
145748,0,0.0053
145749,0,0.0146
145750,0,0.0011
145751,0,0.0048
145752,0,0.0065
145753,0,0.0012
145754,0,0.002
145755,0,0.0017
145756,1,0.9955
145757,0,0.0022
145758,0,0.002
145759,0,0.003
145760,0,0.0017
145761,0,0.0022
145762,0,0.0012
145763,0,0.0001
145764,0,0.0034
145765,0,0.0061
